ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
538,29,16,2025-11-12,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
539,74,17,2024-12-02,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
540,28,18,2025-12-09,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
541,73,20,2025-08-08,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
542,49,5,2023-07-11,1,"Not    satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-1.0 to -0.5
543,64,17,2023-10-31,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
544,65,6,2023-10-29,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
545,45,13,2024-06-11,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
546,33,1,2024-11-14,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
547,28,11,2024-05-28,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
548,40,12,2023-01-11,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
549,73,15,2025-04-06,4,Five  stars  for  the  quick    delivery.,0.0,Positive,0.0 to 0.49
550,51,12,2024-10-07,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49
551,45,2,2025-04-17,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
552,68,1,2023-07-28,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
553,60,20,2025-04-26,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
554,18,1,2024-08-16,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
555,69,18,2025-11-24,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
556,91,6,2025-01-04,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
557,55,10,2024-07-28,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0
558,83,13,2025-02-11,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
559,46,12,2024-05-16,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
560,24,6,2024-11-08,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
561,6,5,2025-02-27,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0
562,41,5,2024-02-25,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
563,86,13,2025-02-27,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
564,9,12,2025-10-13,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
565,60,20,2024-06-30,1,"Terrible  customer  service,  would  not    buy  again.",-0.4767,Negative,-0.49 to 0.0
566,89,10,2025-08-15,4,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
567,78,16,2024-02-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
568,17,13,2024-08-04,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
569,58,9,2024-07-17,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
570,50,15,2025-04-29,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
571,2,8,2024-10-15,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
572,37,16,2025-04-23,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
573,57,8,2024-04-27,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
574,72,9,2025-10-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
575,93,14,2025-09-19,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
576,71,9,2025-10-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
577,65,9,2024-04-18,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
578,32,15,2023-08-01,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
579,24,8,2024-01-16,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
580,48,1,2025-04-15,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
581,69,18,2024-03-19,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
582,65,9,2023-01-29,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
583,88,8,2025-07-03,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
584,70,20,2024-12-04,4,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
585,87,12,2025-10-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
586,7,17,2023-04-11,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
587,31,17,2025-08-31,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
588,39,18,2025-09-03,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49
589,64,4,2024-03-21,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
590,27,4,2024-09-13,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
591,65,12,2024-10-29,5,Five  stars    for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
592,100,1,2025-01-18,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
593,62,8,2025-06-12,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
594,14,4,2025-10-01,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
595,46,5,2025-09-18,4,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49
596,48,15,2025-06-27,3,"Good  quality,  but  could    be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
597,11,1,2025-09-07,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
598,3,2,2023-08-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
599,94,19,2025-08-01,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
600,65,3,2025-01-11,2,Not  worth    the  money.,-0.1695,Negative,-0.49 to 0.0
601,25,11,2025-07-31,5,Amazing    value  for  the  price.,0.7351,Positive,0.5 to 1.0
602,56,8,2023-02-08,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
603,88,4,2024-07-02,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
604,87,2,2023-06-10,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,-0.49 to 0.0
605,1,3,2023-06-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
606,48,8,2023-10-14,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
607,25,14,2025-07-07,3,"Great  purchase,  very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0
608,7,9,2023-03-21,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
609,40,10,2025-10-23,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
610,69,3,2025-01-29,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
611,6,4,2023-12-06,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
612,38,2,2025-06-17,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
613,48,12,2025-02-10,3,"The  product  is  okay,  but  the  instructions    were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
614,23,2,2025-01-20,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive,0.5 to 1.0
615,98,1,2025-01-08,5,"Excellent    product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
616,38,20,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
617,29,15,2025-12-22,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
618,45,7,2024-08-21,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49
619,68,14,2023-12-06,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
620,100,1,2024-10-22,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
621,70,14,2025-05-13,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
622,30,4,2025-12-22,4,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49
623,5,1,2025-06-15,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
624,82,14,2023-11-28,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
625,32,10,2023-02-20,5,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
626,38,11,2025-12-18,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
627,18,6,2023-06-26,5,Amazing  value  for    the  price.,0.7351,Positive,0.5 to 1.0
628,22,4,2025-08-30,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
629,16,20,2024-07-28,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
630,31,10,2024-08-14,4,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49
631,73,12,2024-10-30,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49
632,40,20,2023-02-24,3,"Average  experience,    nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
633,52,3,2023-12-26,2,The    product  arrived  late.,0.0,Negative,0.0 to 0.49
634,27,13,2024-02-25,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49
635,85,16,2023-02-22,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
636,37,13,2023-12-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
637,17,7,2024-08-21,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
638,63,16,2025-08-23,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,0.0 to 0.49
639,14,12,2024-07-07,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
640,23,14,2024-08-09,3,"The  product  is  okay,    but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
641,58,9,2024-01-05,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-1.0 to -0.5
642,53,17,2025-04-28,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0
643,89,16,2024-01-07,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
644,97,10,2023-11-25,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
645,23,20,2023-11-02,5,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
646,75,2,2023-10-09,5,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
647,68,2,2023-01-03,4,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0
648,76,5,2023-03-19,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
649,8,17,2025-02-05,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
650,28,3,2024-11-08,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
651,38,9,2024-09-10,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
652,39,19,2025-05-06,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
653,66,16,2025-01-14,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
654,46,8,2023-01-01,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49
655,63,16,2023-04-06,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
656,17,11,2024-07-22,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
657,35,11,2025-10-18,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
658,3,18,2025-06-16,1,Not  worth  the    money.,-0.1695,Negative,-0.49 to 0.0
659,29,20,2023-03-16,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
660,62,5,2023-10-06,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
661,40,18,2025-09-20,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
662,15,5,2025-03-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
663,23,10,2025-05-26,5,"Excellent  product,  highly    recommend!",0.7773,Positive,0.5 to 1.0
664,31,16,2025-08-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
665,99,12,2024-01-03,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
666,53,19,2024-05-25,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
667,80,14,2024-01-08,4,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49
668,55,4,2024-04-25,5,"Excellent  product,    highly  recommend!",0.7773,Positive,0.5 to 1.0
669,19,19,2025-12-31,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
670,53,13,2024-03-31,5,The  build  quality  is    impressive.,0.5106,Positive,0.5 to 1.0
671,24,5,2023-03-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
672,95,14,2025-02-15,5,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
673,74,12,2025-10-16,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
674,29,1,2023-08-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
675,24,9,2025-02-07,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
676,6,12,2024-03-14,5,The  build  quality  is    impressive.,0.5106,Positive,0.5 to 1.0
677,6,17,2024-03-29,4,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
678,49,9,2025-05-19,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
679,10,8,2025-09-29,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
680,60,20,2025-06-12,4,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
681,48,16,2024-03-21,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
682,80,11,2023-01-05,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-1.0 to -0.5
683,22,10,2025-04-06,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
684,92,12,2025-01-12,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
685,86,14,2024-03-22,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49
686,31,17,2023-05-09,5,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
687,86,17,2023-07-16,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
688,32,12,2025-07-07,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
689,34,16,2025-04-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
690,61,19,2023-10-11,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
691,40,7,2024-07-27,3,Five  stars  for  the  quick  delivery.,0.0,Neutral,0.0 to 0.49
692,64,10,2023-12-22,3,Not  worth  the    money.,-0.1695,Mixed Negative,-0.49 to 0.0
693,58,10,2023-08-31,5,The  build  quality  is    impressive.,0.5106,Positive,0.5 to 1.0
694,27,13,2024-07-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
695,13,14,2023-09-15,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
696,48,11,2023-10-07,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
697,13,7,2024-09-21,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
698,4,18,2023-06-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
699,42,19,2023-01-30,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
700,14,2,2023-11-23,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
701,68,4,2023-01-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
702,92,3,2025-02-06,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
703,3,16,2024-04-17,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
704,8,20,2024-09-26,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
705,88,11,2025-05-25,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49
706,75,5,2024-01-03,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
707,96,16,2024-08-08,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
708,70,17,2024-01-20,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
709,1,16,2023-02-25,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
710,88,7,2025-09-26,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
711,39,12,2023-12-07,5,"Excellent    product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
712,53,17,2024-09-17,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
713,55,12,2024-12-12,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
714,76,2,2023-01-11,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
715,13,2,2024-03-26,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
716,64,2,2023-08-12,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
717,82,1,2025-03-07,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
718,30,20,2023-05-19,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0
719,24,4,2025-12-03,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0
720,41,4,2025-08-05,5,Shipping  was  fast  and  the  item  was    well-packaged.,0.0,Positive,0.0 to 0.49
721,4,15,2024-09-25,2,Not    worth  the  money.,-0.1695,Negative,-0.49 to 0.0
722,68,16,2025-10-14,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
723,84,7,2023-11-22,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
724,31,3,2024-01-21,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
725,13,6,2025-09-30,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
726,33,20,2024-10-16,5,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0
727,39,1,2025-09-24,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
728,30,1,2024-08-23,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
729,99,9,2023-03-17,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
730,67,6,2025-01-15,4,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49
731,4,7,2023-07-13,5,The  build    quality  is  impressive.,0.5106,Positive,0.5 to 1.0
732,56,20,2025-03-02,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
733,75,13,2024-11-07,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
734,63,2,2024-03-10,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
735,22,15,2024-03-02,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
736,72,6,2023-10-17,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
737,45,15,2023-10-11,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
738,3,12,2025-08-22,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
739,70,18,2023-07-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
740,33,5,2025-02-05,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,0.0 to 0.49
741,3,9,2025-05-24,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
742,84,7,2025-03-03,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
743,89,3,2023-05-15,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
744,63,19,2023-03-31,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
745,85,12,2024-05-17,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
746,24,13,2024-03-28,5,"I  love    this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
747,84,1,2023-04-27,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
748,100,13,2025-09-15,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0
749,64,13,2025-06-28,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
750,3,5,2024-06-20,4,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49
751,58,17,2025-07-11,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
752,7,12,2024-10-11,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
753,94,4,2023-01-29,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
754,55,11,2025-07-11,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
755,27,15,2024-03-31,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
756,94,8,2025-03-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
757,8,13,2023-09-27,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
758,53,1,2024-05-23,2,"Average  experience,  nothing    special.",-0.3089,Negative,-0.49 to 0.0
759,21,16,2024-12-13,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
760,100,5,2025-12-18,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
761,49,16,2025-03-17,3,Customer  support  was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0
762,39,13,2025-05-31,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
763,54,16,2023-08-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
764,84,11,2024-07-08,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0
765,74,18,2024-12-11,1,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0
766,83,7,2025-07-31,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
767,48,11,2023-10-09,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49
768,24,16,2023-02-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
769,77,7,2024-09-02,5,"Excellent  product,    highly  recommend!",0.7773,Positive,0.5 to 1.0
770,52,1,2025-02-02,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
771,32,12,2025-03-21,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
772,62,4,2023-09-13,4,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
773,17,14,2024-06-21,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0
774,46,6,2025-12-10,5,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0
775,13,16,2025-08-31,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
776,17,13,2023-01-12,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
777,81,6,2024-02-14,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
778,97,7,2025-06-11,5,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49
779,66,17,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
780,83,1,2025-10-23,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
781,68,13,2024-06-06,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
782,25,3,2024-08-19,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
783,21,18,2024-11-30,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
784,22,16,2024-12-09,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0
785,9,10,2025-10-11,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
786,37,13,2025-07-29,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
787,59,5,2024-08-08,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
788,83,15,2025-05-16,3,Customer  support  was    very  helpful.,0.6997,Mixed Positive,0.5 to 1.0
789,7,17,2023-04-08,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
790,73,9,2024-06-08,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
791,11,18,2023-06-27,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,-0.49 to 0.0
792,88,14,2023-07-29,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
793,53,7,2025-05-21,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
794,24,17,2024-12-03,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
795,4,14,2024-12-16,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
796,27,17,2025-02-27,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
797,68,19,2025-02-22,5,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49
798,95,13,2023-08-22,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
799,96,9,2025-07-17,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
800,74,8,2024-05-23,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
801,36,10,2023-01-09,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
802,12,16,2023-03-04,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
803,6,11,2023-09-22,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
804,16,8,2025-09-22,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
805,76,20,2024-10-28,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
806,18,9,2023-08-28,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
